path,noisy_labels_1,noisy_labels_5,noisy_labels_25,noisy_labels_50,is_valid
train/n02088364/ILSVRC2012_val_00034275.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13039.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_9008.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_11617.JPEG,n02088364,n02088364,n02115641,n02088364,False
train/n02088364/n02088364_16065.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_7685.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_3504.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_12978.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_3987.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_944.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_3393.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_17935.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_10058.JPEG,n02088364,n02088364,n02086240,n02088364,False
train/n02088364/n02088364_167.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_15.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_5304.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/ILSVRC2012_val_00019187.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_4839.JPEG,n02088364,n02087394,n02088364,n02088364,False
train/n02088364/n02088364_10837.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_18179.JPEG,n02088364,n02088364,n02087394,n02105641,False
train/n02088364/n02088364_4604.JPEG,n02088364,n02093754,n02088364,n02089973,False
train/n02088364/n02088364_13214.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_15678.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_8178.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/n02088364_16689.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_2877.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8674.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_5427.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_2078.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_1906.JPEG,n02088364,n02088364,n02086240,n02088364,False
train/n02088364/n02088364_6476.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_3899.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_7816.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_295.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_3313.JPEG,n02088364,n02088364,n02115641,n02115641,False
train/n02088364/n02088364_4745.JPEG,n02088364,n02088364,n02115641,n02089973,False
train/n02088364/n02088364_4685.JPEG,n02088364,n02093754,n02099601,n02088364,False
train/n02088364/n02088364_15975.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_12743.JPEG,n02088364,n02088364,n02086240,n02105641,False
train/n02088364/n02088364_12205.JPEG,n02088364,n02105641,n02088364,n02088364,False
train/n02088364/n02088364_5604.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_13415.JPEG,n02088364,n02089973,n02086240,n02088364,False
train/n02088364/ILSVRC2012_val_00025613.JPEG,n02088364,n02088364,n02089973,n02093754,False
train/n02088364/n02088364_2684.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/n02088364_959.JPEG,n02088364,n02086240,n02088364,n02089973,False
train/n02088364/n02088364_834.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_16695.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/ILSVRC2012_val_00020553.JPEG,n02089973,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_3518.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_1217.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8415.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13744.JPEG,n02088364,n02088364,n02093754,n02088364,False
train/n02088364/n02088364_1213.JPEG,n02088364,n02088364,n02086240,n02111889,False
train/n02088364/n02088364_4139.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_16588.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_5414.JPEG,n02088364,n02088364,n02105641,n02089973,False
train/n02088364/n02088364_12213.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_6963.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_2574.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_16753.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_4619.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_3336.JPEG,n02088364,n02088364,n02087394,n02115641,False
train/n02088364/n02088364_5329.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_10575.JPEG,n02088364,n02105641,n02088364,n02088364,False
train/n02088364/n02088364_18343.JPEG,n02088364,n02088364,n02093754,n02088364,False
train/n02088364/n02088364_12147.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/n02088364_1128.JPEG,n02088364,n02088364,n02096294,n02088364,False
train/n02088364/n02088364_1383.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_593.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_14779.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/n02088364_7548.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_7504.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_11828.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_9194.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_13596.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_1236.JPEG,n02088364,n02088364,n02111889,n02087394,False
train/n02088364/n02088364_15645.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_1916.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_10585.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_3573.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_5336.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_6313.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2106.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_14394.JPEG,n02088364,n02087394,n02111889,n02088364,False
train/n02088364/n02088364_2508.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_7765.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_1089.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_7448.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_9774.JPEG,n02088364,n02088364,n02115641,n02089973,False
train/n02088364/n02088364_1048.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_9073.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_149.JPEG,n02088364,n02088364,n02087394,n02111889,False
train/n02088364/n02088364_115.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_79.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13094.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_4043.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2785.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/ILSVRC2012_val_00019283.JPEG,n02088364,n02115641,n02088364,n02093754,False
train/n02088364/n02088364_3677.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_6135.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_8488.JPEG,n02088364,n02088364,n02093754,n02088364,False
train/n02088364/n02088364_7715.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/ILSVRC2012_val_00049354.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_5594.JPEG,n02088364,n02088364,n02087394,n02088364,False
train/n02088364/n02088364_11967.JPEG,n02111889,n02115641,n02088364,n02087394,False
train/n02088364/n02088364_12713.JPEG,n02088364,n02088364,n02105641,n02088364,False
train/n02088364/ILSVRC2012_val_00008435.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_2828.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_99.JPEG,n02088364,n02099601,n02088364,n02089973,False
train/n02088364/n02088364_716.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_17704.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_12869.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_3405.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_7376.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_4725.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_11418.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_909.JPEG,n02088364,n02088364,n02093754,n02088364,False
train/n02088364/n02088364_1827.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_7724.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_6448.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_5816.JPEG,n02088364,n02088364,n02111889,n02088364,False
train/n02088364/n02088364_7994.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_1883.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_7927.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/ILSVRC2012_val_00032527.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2026.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_15265.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_8973.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_7257.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_12756.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_6415.JPEG,n02088364,n02088364,n02093754,n02088364,False
train/n02088364/n02088364_7076.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_12994.JPEG,n02088364,n02115641,n02088364,n02088364,False
train/n02088364/n02088364_4869.JPEG,n02088364,n02088364,n02093754,n02105641,False
train/n02088364/n02088364_6343.JPEG,n02088364,n02088364,n02087394,n02086240,False
train/n02088364/n02088364_17315.JPEG,n02088364,n02088364,n02099601,n02099601,False
train/n02088364/n02088364_1384.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_197.JPEG,n02088364,n02088364,n02096294,n02111889,False
train/n02088364/n02088364_16214.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_15669.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_5527.JPEG,n02088364,n02088364,n02087394,n02088364,False
train/n02088364/n02088364_7988.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13176.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_7016.JPEG,n02088364,n02089973,n02088364,n02088364,False
train/n02088364/n02088364_7145.JPEG,n02088364,n02088364,n02087394,n02099601,False
train/n02088364/n02088364_13028.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_10216.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_876.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_83.JPEG,n02088364,n02111889,n02115641,n02088364,False
train/n02088364/n02088364_1486.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_15404.JPEG,n02088364,n02088364,n02099601,n02086240,False
train/n02088364/n02088364_14293.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_2464.JPEG,n02088364,n02089973,n02096294,n02088364,False
train/n02088364/n02088364_17474.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_2483.JPEG,n02088364,n02088364,n02087394,n02088364,False
train/n02088364/n02088364_2835.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_6088.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_15349.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2704.JPEG,n02088364,n02088364,n02096294,n02088364,False
train/n02088364/n02088364_6887.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_4527.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_15305.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_385.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_2946.JPEG,n02088364,n02088364,n02086240,n02115641,False
train/n02088364/n02088364_7449.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_12006.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_3719.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_15436.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_13428.JPEG,n02088364,n02089973,n02088364,n02088364,False
train/n02088364/n02088364_4559.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_12085.JPEG,n02088364,n02088364,n02089973,n02088364,False
train/n02088364/n02088364_13399.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_15695.JPEG,n02088364,n02115641,n02088364,n02088364,False
train/n02088364/n02088364_2425.JPEG,n02088364,n02088364,n02111889,n02096294,False
train/n02088364/n02088364_10288.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_11105.JPEG,n02115641,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_2415.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_4739.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8519.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_18255.JPEG,n02088364,n02088364,n02115641,n02088364,False
train/n02088364/n02088364_13509.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_5123.JPEG,n02088364,n02088364,n02096294,n02087394,False
train/n02088364/n02088364_13285.JPEG,n02088364,n02088364,n02096294,n02096294,False
train/n02088364/n02088364_3188.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_14089.JPEG,n02088364,n02096294,n02088364,n02088364,False
train/n02088364/n02088364_3217.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/n02088364_4393.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2539.JPEG,n02088364,n02088364,n02099601,n02088364,False
train/n02088364/n02088364_6253.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_8125.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_7244.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_12178.JPEG,n02088364,n02088364,n02099601,n02105641,False
train/n02088364/n02088364_4673.JPEG,n02088364,n02086240,n02088364,n02087394,False
train/n02088364/n02088364_2268.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_14988.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_3449.JPEG,n02088364,n02088364,n02099601,n02105641,False
train/n02088364/n02088364_3026.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_7937.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8846.JPEG,n02088364,n02088364,n02111889,n02089973,False
train/n02088364/n02088364_13179.JPEG,n02088364,n02088364,n02089973,n02087394,False
train/n02088364/n02088364_4537.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_4124.JPEG,n02088364,n02088364,n02087394,n02093754,False
train/n02088364/n02088364_16339.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_6707.JPEG,n02088364,n02096294,n02088364,n02093754,False
train/n02088364/n02088364_14968.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_8127.JPEG,n02088364,n02088364,n02086240,n02089973,False
train/n02088364/n02088364_2359.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_1255.JPEG,n02088364,n02088364,n02088364,n02087394,False
train/n02088364/n02088364_7214.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_17063.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_7278.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13498.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_7433.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_6185.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8566.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_7407.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_2513.JPEG,n02088364,n02088364,n02096294,n02088364,False
train/n02088364/n02088364_4638.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_1243.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_1966.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/ILSVRC2012_val_00012235.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/ILSVRC2012_val_00027804.JPEG,n02088364,n02088364,n02099601,n02089973,False
train/n02088364/ILSVRC2012_val_00017873.JPEG,n02088364,n02088364,n02089973,n02088364,False
train/n02088364/n02088364_12434.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2228.JPEG,n02088364,n02088364,n02115641,n02088364,False
train/n02088364/n02088364_4823.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_4493.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_11147.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2696.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8026.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_9875.JPEG,n02088364,n02093754,n02089973,n02096294,False
train/n02088364/n02088364_13243.JPEG,n02088364,n02088364,n02089973,n02096294,False
train/n02088364/n02088364_14157.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/ILSVRC2012_val_00000599.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_4236.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8475.JPEG,n02088364,n02088364,n02086240,n02087394,False
train/n02088364/n02088364_6535.JPEG,n02088364,n02088364,n02088364,n02089973,False
train/n02088364/n02088364_7174.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_7237.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_16678.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_15514.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_427.JPEG,n02088364,n02088364,n02086240,n02088364,False
train/n02088364/n02088364_4904.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_3897.JPEG,n02088364,n02088364,n02088364,n02105641,False
train/n02088364/n02088364_5676.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02088364/n02088364_7514.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_6866.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_12304.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_8477.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_315.JPEG,n02088364,n02088364,n02096294,n02088364,False
train/n02088364/n02088364_7838.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2807.JPEG,n02088364,n02088364,n02088364,n02111889,False
train/n02088364/n02088364_15516.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_6086.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_13297.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_2197.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_9479.JPEG,n02088364,n02089973,n02088364,n02088364,False
train/n02088364/n02088364_7553.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_5605.JPEG,n02088364,n02088364,n02088364,n02096294,False
train/n02088364/n02088364_10523.JPEG,n02088364,n02088364,n02088364,n02099601,False
train/n02088364/n02088364_2526.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13464.JPEG,n02088364,n02088364,n02088364,n02093754,False
train/n02088364/ILSVRC2012_val_00035414.JPEG,n02088364,n02087394,n02088364,n02088364,False
train/n02088364/n02088364_6028.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_13616.JPEG,n02088364,n02088364,n02088364,n02086240,False
train/n02088364/n02088364_7236.JPEG,n02088364,n02088364,n02088364,n02088364,False
train/n02088364/n02088364_11509.JPEG,n02088364,n02088364,n02088364,n02115641,False
train/n02087394/n02087394_10516.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_147.JPEG,n02087394,n02087394,n02115641,n02087394,False
train/n02087394/n02087394_7315.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_6869.JPEG,n02087394,n02087394,n02087394,n02105641,False
train/n02087394/n02087394_4016.JPEG,n02115641,n02087394,n02087394,n02088364,False
train/n02087394/n02087394_5003.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_2359.JPEG,n02087394,n02087394,n02087394,n02088364,False
train/n02087394/n02087394_21609.JPEG,n02087394,n02087394,n02087394,n02086240,False
train/n02087394/n02087394_7719.JPEG,n02087394,n02087394,n02089973,n02087394,False
train/n02087394/n02087394_7458.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_18514.JPEG,n02087394,n02087394,n02089973,n02087394,False
train/n02087394/n02087394_6415.JPEG,n02087394,n02087394,n02087394,n02115641,False
train/n02087394/n02087394_22999.JPEG,n02087394,n02087394,n02096294,n02096294,False
train/n02087394/n02087394_9695.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_31828.JPEG,n02087394,n02087394,n02087394,n02105641,False
train/n02087394/n02087394_5674.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_7093.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_17038.JPEG,n02087394,n02093754,n02087394,n02099601,False
train/n02087394/n02087394_3486.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_20106.JPEG,n02087394,n02087394,n02111889,n02093754,False
train/n02087394/n02087394_8957.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_4807.JPEG,n02087394,n02087394,n02115641,n02086240,False
train/n02087394/n02087394_16953.JPEG,n02087394,n02086240,n02087394,n02093754,False
train/n02087394/n02087394_13758.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_17234.JPEG,n02087394,n02087394,n02087394,n02105641,False
train/n02087394/n02087394_4375.JPEG,n02087394,n02087394,n02087394,n02088364,False
train/n02087394/ILSVRC2012_val_00047173.JPEG,n02087394,n02087394,n02087394,n02093754,False
train/n02087394/n02087394_32289.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_278.JPEG,n02087394,n02087394,n02087394,n02096294,False
train/n02087394/n02087394_1969.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_10409.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/ILSVRC2012_val_00008104.JPEG,n02087394,n02087394,n02087394,n02089973,False
train/n02087394/ILSVRC2012_val_00044227.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_8543.JPEG,n02087394,n02099601,n02087394,n02105641,False
train/n02087394/n02087394_4405.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_1925.JPEG,n02087394,n02087394,n02087394,n02093754,False
train/n02087394/n02087394_10804.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_24924.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_23225.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_2163.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_12207.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_4437.JPEG,n02087394,n02087394,n02087394,n02105641,False
train/n02087394/n02087394_5185.JPEG,n02087394,n02087394,n02093754,n02111889,False
train/n02087394/n02087394_11713.JPEG,n02087394,n02087394,n02087394,n02093754,False
train/n02087394/n02087394_13804.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_16388.JPEG,n02087394,n02087394,n02087394,n02115641,False
train/n02087394/n02087394_10939.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_4664.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_21845.JPEG,n02087394,n02087394,n02087394,n02093754,False
train/n02087394/n02087394_29138.JPEG,n02087394,n02087394,n02087394,n02089973,False
train/n02087394/n02087394_19507.JPEG,n02087394,n02087394,n02087394,n02088364,False
train/n02087394/n02087394_15954.JPEG,n02087394,n02087394,n02086240,n02087394,False
train/n02087394/n02087394_8456.JPEG,n02087394,n02087394,n02093754,n02115641,False
train/n02087394/n02087394_11238.JPEG,n02087394,n02087394,n02089973,n02087394,False
train/n02087394/n02087394_10267.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/ILSVRC2012_val_00018933.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_25065.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_8999.JPEG,n02088364,n02087394,n02087394,n02096294,False
train/n02087394/n02087394_2766.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_1496.JPEG,n02087394,n02087394,n02087394,n02099601,False
train/n02087394/n02087394_898.JPEG,n02087394,n02087394,n02087394,n02087394,False
train/n02087394/n02087394_24273.JPEG,n02087394,n02087394,n02086240,n02105641,False
train/n02087394/n02087394_489.JPEG,n02087394,n02087394,n02087394,n02088364,False
